Order_ID,Order_Date,Customer_ID,Region,City,Product,Category,Quantity,Unit_Price,Discount,Gross_Sales,Discount_Amount,Net_Sales,Month,Month_Number
ORD0214,2025-04-06,CUST123,East,Patna,Printer,Office Equipment,5.0,180,0.05,900.0,45.0,855.0,Apr,4
ORD0215,2025-11-14,CUST016,West,Mumbai,Printer,Office Equipment,6.0,180,0.0,1080.0,0.0,1080.0,Nov,11
ORD0216,2025-12-25,CUST084,East,Kolkata,Mouse,Accessories,2.0,25,0.0,50.0,0.0,50.0,Dec,12
ORD0217,2025-05-22,CUST120,North,Chandigarh,Headphones,Accessories,1.0,80,0.0,80.0,0.0,80.0,May,5
ORD0218,2025-07-12,CUST073,South,Chennai,Printer,Office Equipment,6.0,180,0.05,1080.0,54.0,1026.0,Jul,7
ORD0219,2025-07-17,CUST039,North,Jaipur,Laptop,Electronics,2.0,650,0.1,1300.0,130.0,1170.0,Jul,7
ORD0220,2025-06-02,CUST052,West,Ahmedabad,Printer,Office Equipment,6.0,180,0.05,1080.0,54.0,1026.0,Jun,6
ORD0221,2025-08-31,CUST110,East,Kolkata,Mouse,Accessories,7.0,25,0.0,175.0,0.0,175.0,Aug,8
ORD0222,2025-08-29,CUST003,East,Bhubaneswar,Monitor,Electronics,1.0,220,0.0,220.0,0.0,220.0,Aug,8
ORD0223,2025-06-26,CUST009,North,Delhi,Printer,Office Equipment,6.0,180,0.15,1080.0,162.0,918.0,Jun,6
ORD0224,2025-06-27,CUST082,West,Pune,Keyboard,Accessories,1.0,45,0.0,45.0,0.0,45.0,Jun,6
ORD0225,2025-09-26,CUST120,North,Jaipur,Printer,Office Equipment,8.0,180,0.05,1440.0,72.0,1368.0,Sep,9
ORD0226,2025-12-23,CUST098,East,Kolkata,Headphones,Accessories,1.0,80,0.1,80.0,8.0,72.0,Dec,12
ORD0227,2025-05-17,CUST076,North,Jaipur,Keyboard,Accessories,3.0,45,0.0,135.0,0.0,135.0,May,5
ORD0228,2025-08-14,CUST124,North,Jaipur,Monitor,Electronics,8.0,220,0.15,1760.0,264.0,1496.0,Aug,8
ORD0229,2025-02-06,CUST060,West,Ahmedabad,Printer,Office Equipment,5.0,180,0.0,900.0,0.0,900.0,Feb,2
ORD0230,2025-02-09,CUST045,West,Mumbai,Headphones,Accessories,5.0,80,0.1,400.0,40.0,360.0,Feb,2
ORD0231,2025-02-09,CUST098,North,Jaipur,Printer,Office Equipment,2.0,180,0.05,360.0,18.0,342.0,Feb,2
ORD0232,2025-05-27,CUST080,North,Delhi,Keyboard,Accessories,1.0,45,0.1,45.0,4.5,40.5,May,5
ORD0233,2025-09-26,CUST107,North,Jaipur,Mouse,Accessories,3.0,25,0.0,75.0,0.0,75.0,Sep,9
ORD0234,2025-06-04,CUST007,North,Delhi,Headphones,Accessories,2.0,80,0.0,160.0,0.0,160.0,Jun,6
ORD0235,2025-01-31,CUST023,East,Kolkata,Headphones,Accessories,2.0,80,0.05,160.0,8.0,152.0,Jan,1
ORD0236,2025-03-23,CUST100,South,Hyderabad,Monitor,Electronics,5.0,220,0.1,1100.0,110.0,990.0,Mar,3
ORD0237,2025-08-12,CUST013,South,Bengaluru,Monitor,Electronics,5.0,220,0.0,1100.0,0.0,1100.0,Aug,8
ORD0238,2025-08-11,CUST098,East,Kolkata,Printer,Office Equipment,1.0,180,0.05,180.0,9.0,171.0,Aug,8
ORD0239,2025-03-15,CUST063,West,Mumbai,Mouse,Accessories,3.0,25,0.0,75.0,0.0,75.0,Mar,3
ORD0240,2025-10-05,CUST148,West,Ahmedabad,Mouse,Accessories,6.0,25,0.1,150.0,15.0,135.0,Oct,10
ORD0241,2025-07-12,CUST022,South,Hyderabad,Mouse,Accessories,8.0,25,0.1,200.0,20.0,180.0,Jul,7
ORD0242,2025-07-11,CUST029,West,Ahmedabad,Monitor,Electronics,2.0,220,0.1,440.0,44.0,396.0,Jul,7
ORD0243,2025-01-07,CUST029,West,Ahmedabad,Mouse,Accessories,3.0,25,0.05,75.0,3.75,71.25,Jan,1
ORD0244,2025-02-27,CUST026,North,Chandigarh,Keyboard,Accessories,7.0,45,0.05,315.0,15.75,299.25,Feb,2
ORD0245,2025-04-09,CUST141,South,Chennai,Monitor,Electronics,5.0,220,0.15,1100.0,165.0,935.0,Apr,4
ORD0246,2025-03-16,CUST116,East,Patna,Laptop,Electronics,7.0,650,0.1,4550.0,455.0,4095.0,Mar,3
ORD0247,2025-01-27,CUST081,East,Bhubaneswar,Monitor,Electronics,4.0,220,0.1,880.0,88.0,792.0,Jan,1
ORD0248,2025-12-23,CUST084,West,Mumbai,Printer,Office Equipment,5.0,180,0.15,900.0,135.0,765.0,Dec,12
ORD0249,2025-09-14,CUST058,East,Kolkata,Printer,Office Equipment,5.0,180,0.15,900.0,135.0,765.0,Sep,9
ORD0250,2025-11-16,CUST025,South,Hyderabad,Mouse,Accessories,2.0,25,0.0,50.0,0.0,50.0,Nov,11
ORD0251,2025-03-13,CUST060,South,Hyderabad,Mouse,Accessories,4.0,25,0.05,100.0,5.0,95.0,Mar,3
ORD0252,2025-03-20,CUST027,North,Delhi,Printer,Office Equipment,5.0,180,0.1,900.0,90.0,810.0,Mar,3
ORD0253,2025-06-30,CUST024,South,Hyderabad,Printer,Office Equipment,3.0,180,0.1,540.0,54.0,486.0,Jun,6
ORD0254,2025-06-02,CUST017,South,Hyderabad,Mouse,Accessories,4.0,25,0.1,100.0,10.0,90.0,Jun,6
ORD0255,2025-11-15,CUST117,West,Mumbai,Printer,Office Equipment,6.0,180,0.0,1080.0,0.0,1080.0,Nov,11
ORD0256,2025-03-13,CUST021,West,Ahmedabad,Monitor,Electronics,8.0,220,0.05,1760.0,88.0,1672.0,Mar,3
ORD0257,2025-06-15,CUST032,South,Chennai,Monitor,Electronics,6.0,220,0.15,1320.0,198.0,1122.0,Jun,6
ORD0258,2025-09-24,CUST088,North,Delhi,Keyboard,Accessories,1.0,45,0.15,45.0,6.75,38.25,Sep,9
ORD0259,2025-03-21,CUST054,North,Delhi,Laptop,Electronics,6.0,650,0.0,3900.0,0.0,3900.0,Mar,3
ORD0260,2025-08-30,CUST097,West,Mumbai,Printer,Office Equipment,2.0,180,0.1,360.0,36.0,324.0,Aug,8
ORD0261,2025-03-18,CUST116,North,Delhi,Monitor,Electronics,1.0,220,0.05,220.0,11.0,209.0,Mar,3
ORD0262,2025-03-31,CUST122,South,Hyderabad,Monitor,Electronics,2.0,220,0.15,440.0,66.0,374.0,Mar,3
ORD0263,2025-11-01,CUST104,East,Bhubaneswar,Monitor,Electronics,2.0,220,0.0,440.0,0.0,440.0,Nov,11
ORD0264,2025-09-19,CUST073,North,Jaipur,Keyboard,Accessories,3.0,45,0.0,135.0,0.0,135.0,Sep,9
ORD0265,2025-11-14,CUST111,South,Chennai,Laptop,Electronics,4.0,650,0.1,2600.0,260.0,2340.0,Nov,11
ORD0266,2025-11-10,CUST022,East,Patna,Keyboard,Accessories,3.0,45,0.1,135.0,13.5,121.5,Nov,11
ORD0267,2025-12-28,CUST014,East,Patna,Monitor,Electronics,7.0,220,0.05,1540.0,77.0,1463.0,Dec,12
ORD0268,2025-01-25,CUST045,South,Chennai,Keyboard,Accessories,4.0,45,0.0,180.0,0.0,180.0,Jan,1
ORD0269,2025-06-22,CUST136,South,Hyderabad,Keyboard,Accessories,7.0,45,0.05,315.0,15.75,299.25,Jun,6
ORD0270,2025-10-27,CUST082,East,Kolkata,Headphones,Accessories,7.0,80,0.0,560.0,0.0,560.0,Oct,10
ORD0271,2025-11-08,CUST105,South,Hyderabad,Printer,Office Equipment,6.0,180,0.0,1080.0,0.0,1080.0,Nov,11
ORD0272,2025-04-03,CUST097,East,Bhubaneswar,Keyboard,Accessories,3.0,45,0.1,135.0,13.5,121.5,Apr,4
ORD0273,2025-01-24,CUST148,North,Chandigarh,Mouse,Accessories,5.0,25,0.1,125.0,12.5,112.5,Jan,1
ORD0274,2025-02-19,CUST096,West,Pune,Headphones,Accessories,4.0,80,0.05,320.0,16.0,304.0,Feb,2
ORD0275,2025-08-16,CUST066,West,Pune,Laptop,Electronics,5.0,650,0.05,3250.0,162.5,3087.5,Aug,8
ORD0276,2025-07-05,CUST125,West,Pune,Monitor,Electronics,7.0,220,0.0,1540.0,0.0,1540.0,Jul,7
ORD0277,2025-08-13,CUST099,East,Kolkata,Mouse,Accessories,2.0,25,0.05,50.0,2.5,47.5,Aug,8
ORD0278,2025-01-14,CUST078,West,Pune,Monitor,Electronics,7.0,220,0.05,1540.0,77.0,1463.0,Jan,1
ORD0279,2025-02-10,CUST062,East,Kolkata,Monitor,Electronics,5.0,220,0.0,1100.0,0.0,1100.0,Feb,2
ORD0280,2025-08-19,CUST084,West,Mumbai,Printer,Office Equipment,7.0,180,0.05,1260.0,63.0,1197.0,Aug,8
ORD0281,2025-01-28,CUST066,East,Bhubaneswar,Monitor,Electronics,1.0,220,0.05,220.0,11.0,209.0,Jan,1
ORD0282,2025-06-13,CUST045,North,Delhi,Keyboard,Accessories,7.0,45,0.05,315.0,15.75,299.25,Jun,6
ORD0283,2025-04-03,CUST010,South,Hyderabad,Keyboard,Accessories,6.0,45,0.0,270.0,0.0,270.0,Apr,4
ORD0284,2025-09-21,CUST001,South,Bengaluru,Mouse,Accessories,1.0,25,0.05,25.0,1.25,23.75,Sep,9
ORD0285,2025-04-17,CUST049,West,Pune,Laptop,Electronics,4.0,650,0.05,2600.0,130.0,2470.0,Apr,4
ORD0286,2025-09-08,CUST148,West,Ahmedabad,Laptop,Electronics,7.0,650,0.05,4550.0,227.5,4322.5,Sep,9
ORD0287,2025-01-20,CUST026,South,Chennai,Monitor,Electronics,1.0,220,0.05,220.0,11.0,209.0,Jan,1
ORD0288,2025-09-02,CUST059,North,Jaipur,Headphones,Accessories,3.0,80,0.05,240.0,12.0,228.0,Sep,9
ORD0289,2025-10-03,CUST043,North,Delhi,Headphones,Accessories,3.0,80,0.0,240.0,0.0,240.0,Oct,10
ORD0290,2025-02-08,CUST038,South,Bengaluru,Printer,Office Equipment,2.0,180,0.15,360.0,54.0,306.0,Feb,2
ORD0291,2025-08-22,CUST124,East,Bhubaneswar,Mouse,Accessories,5.0,25,0.0,125.0,0.0,125.0,Aug,8
ORD0292,2025-12-18,CUST102,North,Delhi,Monitor,Electronics,7.0,220,0.1,1540.0,154.0,1386.0,Dec,12
ORD0293,2025-11-07,CUST119,East,Bhubaneswar,Headphones,Accessories,7.0,80,0.1,560.0,56.0,504.0,Nov,11
ORD0294,2025-05-25,CUST026,East,Bhubaneswar,Monitor,Electronics,6.0,220,0.05,1320.0,66.0,1254.0,May,5
ORD0295,2025-10-16,CUST001,West,Ahmedabad,Laptop,Electronics,8.0,650,0.1,5200.0,520.0,4680.0,Oct,10
ORD0296,2025-12-27,CUST090,East,Bhubaneswar,Keyboard,Accessories,5.0,45,0.1,225.0,22.5,202.5,Dec,12
ORD0297,2025-03-04,CUST073,West,Pune,Printer,Office Equipment,2.0,180,0.05,360.0,18.0,342.0,Mar,3
ORD0298,2025-09-02,CUST077,North,Delhi,Laptop,Electronics,8.0,650,0.1,5200.0,520.0,4680.0,Sep,9
ORD0299,2025-05-12,CUST102,East,Bhubaneswar,Laptop,Electronics,5.0,650,0.1,3250.0,325.0,2925.0,May,5
ORD0300,2025-10-06,CUST083,South,Chennai,Keyboard,Accessories,2.0,45,0.1,90.0,9.0,81.0,Oct,10
ORD0301,2025-03-30,CUST143,East,Kolkata,Headphones,Accessories,8.0,80,0.0,640.0,0.0,640.0,Mar,3
ORD0302,2025-11-12,CUST093,West,Pune,Laptop,Electronics,7.0,650,0.05,4550.0,227.5,4322.5,Nov,11
ORD0303,2025-04-12,CUST011,North,Delhi,Laptop,Electronics,8.0,650,0.05,5200.0,260.0,4940.0,Apr,4
ORD0304,2025-09-22,CUST003,West,Pune,Keyboard,Accessories,6.0,45,0.05,270.0,13.5,256.5,Sep,9
ORD0305,2025-08-09,CUST012,South,Chennai,Headphones,Accessories,6.0,80,0.15,480.0,72.0,408.0,Aug,8
ORD0306,2025-09-28,CUST043,South,Bengaluru,Headphones,Accessories,7.0,80,0.05,560.0,28.0,532.0,Sep,9
ORD0307,2025-01-21,CUST107,South,Chennai,Printer,Office Equipment,4.0,180,0.15,720.0,108.0,612.0,Jan,1
ORD0308,2025-02-20,CUST015,West,Ahmedabad,Headphones,Accessories,1.0,80,0.1,80.0,8.0,72.0,Feb,2
ORD0309,2025-11-30,CUST125,North,Delhi,Mouse,Accessories,6.0,25,0.0,150.0,0.0,150.0,Nov,11
ORD0310,2025-06-06,CUST035,West,Mumbai,Mouse,Accessories,4.0,25,0.1,100.0,10.0,90.0,Jun,6
ORD0311,2025-03-18,CUST132,West,Pune,Monitor,Electronics,2.0,220,0.05,440.0,22.0,418.0,Mar,3
ORD0312,2025-04-18,CUST074,North,Chandigarh,Monitor,Electronics,3.0,220,0.0,660.0,0.0,660.0,Apr,4
ORD0313,2025-10-25,CUST036,East,Patna,Headphones,Accessories,7.0,80,0.0,560.0,0.0,560.0,Oct,10
ORD0314,2025-06-21,CUST120,West,Pune,Mouse,Accessories,7.0,25,0.1,175.0,17.5,157.5,Jun,6
ORD0315,2025-04-28,CUST021,South,Hyderabad,Headphones,Accessories,3.0,80,0.0,240.0,0.0,240.0,Apr,4
ORD0316,2025-01-10,CUST122,West,Mumbai,Printer,Office Equipment,2.0,180,0.0,360.0,0.0,360.0,Jan,1
ORD0317,2025-02-18,CUST091,North,Chandigarh,Laptop,Electronics,8.0,650,0.1,5200.0,520.0,4680.0,Feb,2
ORD0318,2025-03-01,CUST089,West,Pune,Headphones,Accessories,8.0,80,0.1,640.0,64.0,576.0,Mar,3
ORD0319,2025-03-10,CUST049,East,Bhubaneswar,Monitor,Electronics,1.0,220,0.0,220.0,0.0,220.0,Mar,3
ORD0320,2025-05-30,CUST037,West,Pune,Keyboard,Accessories,1.0,45,0.0,45.0,0.0,45.0,May,5
ORD0321,2025-03-19,CUST077,West,Ahmedabad,Keyboard,Accessories,8.0,45,0.05,360.0,18.0,342.0,Mar,3
ORD0322,2025-10-18,CUST007,North,Chandigarh,Headphones,Accessories,1.0,80,0.15,80.0,12.0,68.0,Oct,10
ORD0323,2025-06-16,CUST024,South,Hyderabad,Headphones,Accessories,2.0,80,0.05,160.0,8.0,152.0,Jun,6
ORD0324,2025-02-11,CUST032,South,Hyderabad,Mouse,Accessories,4.0,25,0.1,100.0,10.0,90.0,Feb,2
ORD0325,2025-03-14,CUST136,South,Bengaluru,Headphones,Accessories,1.0,80,0.05,80.0,4.0,76.0,Mar,3
ORD0326,2025-09-26,CUST049,East,Bhubaneswar,Laptop,Electronics,1.0,650,0.05,650.0,32.5,617.5,Sep,9
ORD0327,2025-05-29,CUST008,South,Bengaluru,Mouse,Accessories,4.0,25,0.0,100.0,0.0,100.0,May,5
ORD0328,2025-02-27,CUST003,West,Pune,Printer,Office Equipment,3.0,180,0.05,540.0,27.0,513.0,Feb,2
ORD0329,2025-04-12,CUST035,South,Chennai,Printer,Office Equipment,7.0,180,0.05,1260.0,63.0,1197.0,Apr,4
ORD0330,2025-10-27,CUST036,East,Bhubaneswar,Monitor,Electronics,4.0,220,0.0,880.0,0.0,880.0,Oct,10
ORD0331,2025-11-07,CUST106,North,Delhi,Headphones,Accessories,7.0,80,0.1,560.0,56.0,504.0,Nov,11
ORD0332,2025-05-25,CUST144,South,Bengaluru,Printer,Office Equipment,7.0,180,0.1,1260.0,126.0,1134.0,May,5
ORD0333,2025-10-06,CUST092,West,Ahmedabad,Mouse,Accessories,8.0,25,0.05,200.0,10.0,190.0,Oct,10
ORD0334,2025-09-05,CUST108,West,Pune,Keyboard,Accessories,5.0,45,0.1,225.0,22.5,202.5,Sep,9
ORD0335,2025-08-19,CUST032,North,Chandigarh,Laptop,Electronics,5.0,650,0.0,3250.0,0.0,3250.0,Aug,8
ORD0336,2025-05-22,CUST036,North,Chandigarh,Laptop,Electronics,4.0,650,0.1,2600.0,260.0,2340.0,May,5
ORD0337,2025-12-07,CUST002,East,Bhubaneswar,Laptop,Electronics,5.0,650,0.05,3250.0,162.5,3087.5,Dec,12
ORD0338,2025-06-29,CUST055,North,Delhi,Keyboard,Accessories,1.0,45,0.0,45.0,0.0,45.0,Jun,6
ORD0339,2025-11-12,CUST101,East,Bhubaneswar,Printer,Office Equipment,3.0,180,0.05,540.0,27.0,513.0,Nov,11
ORD0340,2025-03-23,CUST035,South,Hyderabad,Mouse,Accessories,1.0,25,0.0,25.0,0.0,25.0,Mar,3
ORD0341,2025-03-08,CUST080,West,Pune,Printer,Office Equipment,6.0,180,0.1,1080.0,108.0,972.0,Mar,3
ORD0342,2025-03-07,CUST091,South,Bengaluru,Mouse,Accessories,7.0,25,0.05,175.0,8.75,166.25,Mar,3
ORD0343,2025-09-13,CUST010,East,Bhubaneswar,Monitor,Electronics,6.0,220,0.15,1320.0,198.0,1122.0,Sep,9
ORD0344,2025-06-13,CUST095,South,Bengaluru,Laptop,Electronics,5.0,650,0.1,3250.0,325.0,2925.0,Jun,6
ORD0345,2025-01-25,CUST141,North,Chandigarh,Printer,Office Equipment,8.0,180,0.1,1440.0,144.0,1296.0,Jan,1
ORD0346,2025-03-20,CUST068,South,Bengaluru,Headphones,Accessories,2.0,80,0.05,160.0,8.0,152.0,Mar,3
ORD0347,2025-05-26,CUST060,West,Mumbai,Headphones,Accessories,7.0,80,0.05,560.0,28.0,532.0,May,5
ORD0348,2025-03-01,CUST031,West,Mumbai,Printer,Office Equipment,3.0,180,0.05,540.0,27.0,513.0,Mar,3
ORD0349,2025-05-10,CUST126,North,Jaipur,Keyboard,Accessories,2.0,45,0.05,90.0,4.5,85.5,May,5
ORD0350,2025-03-24,CUST137,South,Bengaluru,Keyboard,Accessories,7.0,45,0.1,315.0,31.5,283.5,Mar,3
ORD0351,2025-09-20,CUST080,North,Delhi,Keyboard,Accessories,4.0,45,0.0,180.0,0.0,180.0,Sep,9
ORD0352,2025-12-25,CUST124,North,Jaipur,Mouse,Accessories,8.0,25,0.1,200.0,20.0,180.0,Dec,12
ORD0353,2025-04-26,CUST062,North,Chandigarh,Mouse,Accessories,7.0,25,0.1,175.0,17.5,157.5,Apr,4
ORD0354,2025-01-14,CUST086,East,Patna,Headphones,Accessories,3.0,80,0.05,240.0,12.0,228.0,Jan,1
ORD0355,2025-09-03,CUST079,South,Hyderabad,Headphones,Accessories,2.0,80,0.0,160.0,0.0,160.0,Sep,9
ORD0356,2025-03-06,CUST013,South,Hyderabad,Headphones,Accessories,2.0,80,0.0,160.0,0.0,160.0,Mar,3
ORD0357,2025-12-04,CUST139,South,Chennai,Headphones,Accessories,5.0,80,0.15,400.0,60.0,340.0,Dec,12
ORD0358,2025-07-15,CUST034,West,Ahmedabad,Headphones,Accessories,5.0,80,0.05,400.0,20.0,380.0,Jul,7
ORD0359,2025-08-09,CUST042,West,Pune,Mouse,Accessories,8.0,25,0.1,200.0,20.0,180.0,Aug,8
ORD0360,2025-01-17,CUST120,South,Bengaluru,Headphones,Accessories,1.0,80,0.15,80.0,12.0,68.0,Jan,1
ORD0361,2025-01-29,CUST097,North,Delhi,Laptop,Electronics,2.0,650,0.05,1300.0,65.0,1235.0,Jan,1
ORD0362,2025-10-04,CUST028,South,Chennai,Monitor,Electronics,8.0,220,0.15,1760.0,264.0,1496.0,Oct,10
ORD0363,2025-07-19,CUST079,East,Bhubaneswar,Keyboard,Accessories,8.0,45,0.1,360.0,36.0,324.0,Jul,7
ORD0364,2025-03-10,CUST087,West,Ahmedabad,Laptop,Electronics,8.0,650,0.1,5200.0,520.0,4680.0,Mar,3
ORD0365,2025-02-12,CUST129,West,Mumbai,Headphones,Accessories,8.0,80,0.0,640.0,0.0,640.0,Feb,2
ORD0366,2025-05-28,CUST021,East,Patna,Headphones,Accessories,8.0,80,0.0,640.0,0.0,640.0,May,5
ORD0367,2025-07-30,CUST135,East,Bhubaneswar,Monitor,Electronics,4.0,220,0.0,880.0,0.0,880.0,Jul,7
ORD0368,2025-09-18,CUST094,West,Ahmedabad,Keyboard,Accessories,3.0,45,0.05,135.0,6.75,128.25,Sep,9
ORD0369,2025-08-08,CUST081,West,Pune,Printer,Office Equipment,6.0,180,0.0,1080.0,0.0,1080.0,Aug,8
ORD0370,2025-02-18,CUST036,North,Chandigarh,Laptop,Electronics,7.0,650,0.0,4550.0,0.0,4550.0,Feb,2
ORD0371,2025-04-29,CUST114,West,Pune,Printer,Office Equipment,1.0,180,0.05,180.0,9.0,171.0,Apr,4
ORD0372,2025-09-26,CUST095,North,Jaipur,Monitor,Electronics,8.0,220,0.0,1760.0,0.0,1760.0,Sep,9
ORD0373,2025-07-02,CUST059,South,Hyderabad,Mouse,Accessories,2.0,25,0.0,50.0,0.0,50.0,Jul,7
ORD0374,2025-08-01,CUST032,West,Pune,Printer,Office Equipment,1.0,180,0.0,180.0,0.0,180.0,Aug,8
ORD0375,2025-05-02,CUST032,South,Bengaluru,Keyboard,Accessories,8.0,45,0.15,360.0,54.0,306.0,May,5
ORD0376,2025-01-18,CUST149,East,Patna,Printer,Office Equipment,1.0,180,0.0,180.0,0.0,180.0,Jan,1
ORD0377,2025-12-26,CUST135,South,Bengaluru,Headphones,Accessories,6.0,80,0.1,480.0,48.0,432.0,Dec,12
ORD0378,2025-08-23,CUST089,West,Ahmedabad,Mouse,Accessories,8.0,25,0.05,200.0,10.0,190.0,Aug,8
ORD0379,2025-01-29,CUST027,West,Mumbai,Printer,Office Equipment,5.0,180,0.0,900.0,0.0,900.0,Jan,1
ORD0380,2025-02-13,CUST022,East,Patna,Monitor,Electronics,3.0,220,0.0,660.0,0.0,660.0,Feb,2
ORD0381,2025-07-10,CUST118,North,Delhi,Keyboard,Accessories,1.0,45,0.05,45.0,2.25,42.75,Jul,7
ORD0382,2025-10-08,CUST128,East,Kolkata,Keyboard,Accessories,6.0,45,0.1,270.0,27.0,243.0,Oct,10
ORD0383,2025-05-09,CUST108,East,Bhubaneswar,Headphones,Accessories,2.0,80,0.0,160.0,0.0,160.0,May,5
ORD0384,2025-08-12,CUST064,East,Kolkata,Headphones,Accessories,4.0,80,0.0,320.0,0.0,320.0,Aug,8
ORD0385,2025-10-29,CUST066,South,Hyderabad,Monitor,Electronics,1.0,220,0.05,220.0,11.0,209.0,Oct,10
ORD0386,2025-03-27,CUST090,West,Mumbai,Laptop,Electronics,1.0,650,0.05,650.0,32.5,617.5,Mar,3
ORD0387,2025-01-20,CUST075,South,Bengaluru,Monitor,Electronics,6.0,220,0.0,1320.0,0.0,1320.0,Jan,1
ORD0388,2025-04-11,CUST132,East,Patna,Keyboard,Accessories,6.0,45,0.1,270.0,27.0,243.0,Apr,4
ORD0389,2025-06-03,CUST037,West,Pune,Headphones,Accessories,8.0,80,0.0,640.0,0.0,640.0,Jun,6
ORD0390,2025-07-21,CUST038,North,Chandigarh,Printer,Office Equipment,8.0,180,0.0,1440.0,0.0,1440.0,Jul,7
ORD0391,2025-04-29,CUST071,West,Mumbai,Printer,Office Equipment,5.0,180,0.0,900.0,0.0,900.0,Apr,4
ORD0392,2025-12-02,CUST055,North,Chandigarh,Mouse,Accessories,3.0,25,0.0,75.0,0.0,75.0,Dec,12
ORD0393,2025-03-23,CUST147,West,Pune,Mouse,Accessories,8.0,25,0.1,200.0,20.0,180.0,Mar,3
ORD0394,2025-07-30,CUST150,West,Ahmedabad,Mouse,Accessories,1.0,25,0.05,25.0,1.25,23.75,Jul,7
ORD0395,2025-12-22,CUST019,West,Pune,Headphones,Accessories,2.0,80,0.1,160.0,16.0,144.0,Dec,12
ORD0396,2025-05-26,CUST063,West,Pune,Headphones,Accessories,7.0,80,0.1,560.0,56.0,504.0,May,5
ORD0397,2025-11-09,CUST118,North,Jaipur,Mouse,Accessories,4.0,25,0.1,100.0,10.0,90.0,Nov,11
ORD0398,2025-08-28,CUST047,North,Delhi,Headphones,Accessories,6.0,80,0.05,480.0,24.0,456.0,Aug,8
ORD0399,2025-03-16,CUST103,East,Bhubaneswar,Keyboard,Accessories,7.0,45,0.1,315.0,31.5,283.5,Mar,3
ORD0400,2025-05-18,CUST050,South,Bengaluru,Laptop,Electronics,1.0,650,0.05,650.0,32.5,617.5,May,5
ORD0401,2025-04-28,CUST081,North,Jaipur,Keyboard,Accessories,1.0,45,0.05,45.0,2.25,42.75,Apr,4
ORD0402,2025-02-04,CUST046,North,Jaipur,Keyboard,Accessories,5.0,45,0.0,225.0,0.0,225.0,Feb,2
ORD0403,2025-02-18,CUST149,East,Kolkata,Monitor,Electronics,5.0,220,0.05,1100.0,55.0,1045.0,Feb,2
ORD0404,2025-09-17,CUST126,West,Mumbai,Monitor,Electronics,4.0,220,0.0,880.0,0.0,880.0,Sep,9
ORD0405,2025-11-22,CUST041,East,Kolkata,Monitor,Electronics,8.0,220,0.1,1760.0,176.0,1584.0,Nov,11
ORD0406,2025-02-05,CUST108,South,Bengaluru,Printer,Office Equipment,7.0,180,0.15,1260.0,189.0,1071.0,Feb,2
ORD0407,2025-08-08,CUST014,South,Chennai,Monitor,Electronics,4.0,220,0.0,880.0,0.0,880.0,Aug,8
ORD0408,2025-07-24,CUST070,West,Pune,Monitor,Electronics,7.0,220,0.05,1540.0,77.0,1463.0,Jul,7
ORD0409,2025-03-25,CUST082,North,Delhi,Mouse,Accessories,4.0,25,0.0,100.0,0.0,100.0,Mar,3
ORD0410,2025-01-07,CUST070,East,Kolkata,Monitor,Electronics,5.0,220,0.05,1100.0,55.0,1045.0,Jan,1
ORD0411,2025-07-18,CUST149,West,Ahmedabad,Monitor,Electronics,4.0,220,0.0,880.0,0.0,880.0,Jul,7
ORD0412,2025-01-21,CUST082,South,Chennai,Monitor,Electronics,1.0,220,0.05,220.0,11.0,209.0,Jan,1
ORD0413,2025-11-01,CUST147,East,Patna,Headphones,Accessories,2.0,80,0.0,160.0,0.0,160.0,Nov,11
ORD0414,2025-06-10,CUST117,North,Delhi,Keyboard,Accessories,8.0,45,0.15,360.0,54.0,306.0,Jun,6
ORD0415,2025-10-16,CUST081,East,Bhubaneswar,Mouse,Accessories,1.0,25,0.1,25.0,2.5,22.5,Oct,10
ORD0416,2025-06-18,CUST086,North,Chandigarh,Headphones,Accessories,4.0,80,0.1,320.0,32.0,288.0,Jun,6
ORD0417,2025-04-08,CUST065,North,Chandigarh,Laptop,Electronics,6.0,650,0.0,3900.0,0.0,3900.0,Apr,4
ORD0418,2025-02-26,CUST066,North,Delhi,Monitor,Electronics,2.0,220,0.1,440.0,44.0,396.0,Feb,2
ORD0419,2025-03-17,CUST088,South,Hyderabad,Monitor,Electronics,5.0,220,0.1,1100.0,110.0,990.0,Mar,3
ORD0420,2025-08-31,CUST063,West,Ahmedabad,Printer,Office Equipment,2.0,180,0.15,360.0,54.0,306.0,Aug,8
ORD0421,2025-03-09,CUST110,West,Ahmedabad,Laptop,Electronics,5.0,650,0.0,3250.0,0.0,3250.0,Mar,3
ORD0422,2025-03-20,CUST116,South,Hyderabad,Mouse,Accessories,8.0,25,0.0,200.0,0.0,200.0,Mar,3
ORD0423,2025-02-27,CUST028,South,Hyderabad,Mouse,Accessories,5.0,25,0.05,125.0,6.25,118.75,Feb,2
ORD0424,2025-09-11,CUST131,North,Jaipur,Monitor,Electronics,2.0,220,0.0,440.0,0.0,440.0,Sep,9
ORD0425,2025-06-16,CUST023,North,Chandigarh,Mouse,Accessories,4.0,25,0.1,100.0,10.0,90.0,Jun,6
ORD0426,2025-11-03,CUST011,East,Bhubaneswar,Laptop,Electronics,3.0,650,0.1,1950.0,195.0,1755.0,Nov,11
ORD0427,2025-03-13,CUST055,South,Bengaluru,Mouse,Accessories,4.0,25,0.0,100.0,0.0,100.0,Mar,3
